#contig	length
AXCM01021708	1867
AXCM01015434	5293
AXCM01020347	2670
KI425576	13452
KI424171	22916
AXCM01021586	1958
AXCM01014041	7267
AXCM01019671	3012
AXCM01016941	4874
AXCM01021218	2190
KI423822	23535
KI425281	13833
AXCM01019495	3052
KI423156	40254
KI424716	14220
AXCM01023566	1158
AXCM01017829	3918
KI425892	12676
AXCM01017550	4100
AXCM01019095	3274
AXCM01018456	3613
AXCM01009334	10578
KI423510	35223
AXCM01020913	2251
AXCM01020308	2609
KI425439	13774
AXCM01016133	4892
AXCM01007304	13563
KI427411	7490
AXCM01013984	8027
KI424320	19027
AXCM01014537	5937
AXCM01018880	4243
AXCM01022567	1518
AXCM01022054	1651
AXCM01023745	1144
KI426000	17277
AXCM01022912	1286
AXCM01015288	5391
AXCM01018222	3910
AXCM01006632	15102
AXCM01021432	2075
AXCM01023650	1140
AXCM01010496	9460
AXCM01019761	2974
AXCM01015409	5307
AXCM01010266	9555
AXCM01022360	3277
AXCM01013370	6754
AXCM01010509	9276
AXCM01017811	3917
KI424600	18094
AXCM01008744	12067
KI424035	23169
KI423258	32890
AXCM01012100	7789
AXCM01021868	1759
AXCM01022994	1735
AXCM01020620	2482
KI424630	20198
AXCM01001270	43428
KI425963	12104
KI424606	21831
KI427207	7937
AXCM01020499	3702
KI426176	13034
AXCM01013758	6425
AXCM01011784	8113
AXCM01011520	8302
AXCM01023707	1080
AXCM01022558	1440
KI425563	20378
AXCM01019889	2902
AXCM01018905	3356
AXCM01016993	4404
AXCM01019333	3184
KI427103	7909
AXCM01017017	4340
AXCM01013281	6829
AXCM01019896	2894
AXCM01008586	12583
AXCM01002536	29435
AXCM01023430	1020
AXCM01023021	1243
KI425501	23973
KI425322	11808
KI426940	7764
AXCM01006874	14662
AXCM01018463	4375
AXCM01009124	10815
KI427498	5881
AXCM01007815	14079
AXCM01016547	4618
KI427036	8588
KI424426	19084
KI427078	8262
AXCM01023069	1346
AXCM01023768	1097
KI427043	9926
AXCM01018696	3432
KI423474	32452
AXCM01007233	15348
AXCM01004513	20554
KI427537	6576
AXCM01022338	1581
KI422919	40779
KI427279	5869
AXCM01002637	29862
AXCM01013364	6642
AXCM01021180	4597
AXCM01007457	13404
KI423849	33952
AXCM01019418	3103
AXCM01005143	20200
AXCM01021191	2172
AXCM01016889	4409
AXCM01022292	1816
KI422868	44778
KI423839	45252
AXCM01023907	1006
AXCM01023476	1181
AXCM01002879	28337
AXCM01007217	15131
KI424357	19716
AXCM01020546	3186
AXCM01022529	1466
KI423552	36908
AXCM01012435	7428
AXCM01021813	1836
KI426528	9057
AXCM01019540	3226
KI424578	15904
AXCM01017510	7563
KI424413	17248
AXCM01019992	2856
AXCM01016848	4402
AXCM01018988	3357
AXCM01016855	4448
AXCM01009222	12931
KI424799	21338
AXCM01006289	16639
KI427099	8084
AXCM01019840	3619
KI422811	51514
AXCM01015736	5126
AXCM01022941	1927
AXCM01016230	4796
AXCM01003970	24286
AXCM01017709	4022
AXCM01018963	4832
AXCM01018211	5104
AXCM01016796	4532
AXCM01016582	4480
AXCM01023876	1072
KI426237	10067
AXCM01022428	1578
AXCM01017115	4388
AXCM01008361	11828
