#contig	length
AXCP01009748	1461
AXCP01009030	4465
AXCP01009742	1491
KI421910	1542149
AXCP01009827	1161
AXCP01009759	1447
AXCP01009696	1635
AXCP01009862	1373
KI421889	9380469
AXCP01009766	1420
KI421920	404876
KI422237	20488
KI421882	20238125
KI422210	8971
KI422252	27412
KI422291	7789
AXCP01009096	4051
KI421901	4192108
AXCP01008517	8110
KI421959	96447
KI422096	35459
AXCP01008393	9197
AXCP01009081	4170
AXCP01008989	4605
KI421993	51034
KI422254	11603
AXCP01009073	4176
KI422228	20396
KI422039	28276
KI421907	1657219
AXCP01008645	7124
AXCP01007977	15399
AXCP01009671	1710
KI422058	37481
KI421929	281155
KI422435	15791
AXCP01009415	2568
AXCP01009639	1796
KI422336	3567
AXCP01009817	1253
KI422200	16043
AXCP01009586	1944
AXCP01009797	1226
AXCP01008503	8229
AXCP01009866	1031
KI422331	7949
KI422330	15119
KI422372	10556
AXCP01009626	1749
KI421970	146993
AXCP01009422	2481
KI422282	6013
KI422278	18374
AXCP01009822	1226
KI422045	28012
KI422327	4720
KI422160	29250
KI422043	65848
AXCP01008171	11588
AXCP01009792	1315
AXCP01009218	3512
KI422189	11520
KI422099	19353
KI422386	9584
KI422092	35522
AXCP01009063	4282
KI422410	10066
AXCP01009601	1821
KI422318	9770
AXCP01009520	2042
KI422461	8873
AXCP01007804	21203
KI422109	47249
AXCP01009668	1660
KI422316	22937
AXCP01009771	1395
AXCP01009609	1784
AXCP01009593	1920
KI421961	105325
AXCP01008799	5908
KI422120	49375
AXCP01008496	8296
AXCP01009805	1277
KI422139	34958
KI421973	113141
AXCP01009648	1763
AXCP01008404	9064
KI422413	16351
AXCP01008280	10510
KI422245	10702
KI422082	25973
AXCP01009282	3186
KI421986	101296
KI422156	21478
AXCP01008434	8766
KI422010	41043
AXCP01009337	2841
AXCP01009551	2022
AXCP01008913	5071
AXCP01007810	20739
KI422005	59667
AXCP01009360	2830
AXCP01008951	4834
AXCP01008253	11470
AXCP01009304	3102
AXCP01009518	2168
AXCP01009279	3558
AXCP01008365	9416
KI422145	23662
AXCP01009178	3714
AXCP01008872	5214
AXCP01009128	3893
KI422383	6994
AXCP01009737	1526
KI421941	122840
KI422298	22371
AXCP01009532	2101
KI422168	12872
KI421963	150793
KI421950	93321
AXCP01007965	15681
AXCP01008425	8899
AXCP01008070	13104
KI422195	12398
KI421980	116283
KI422223	24583
AXCP01008036	13747
AXCP01008861	5365
AXCP01009558	2051
AXCP01009409	2590
AXCP01008988	5313
KI422104	26777
AXCP01007888	17858
KI422259	28957
KI421971	113449
KI422243	11851
KI422366	7483
KI421892	7594930
AXCP01007903	17275
KI422089	17413
KI422187	19368
KI422012	95721
KI421918	495384
AXCP01009241	3409
KI422292	21984
AXCP01008206	11913
KI422447	9788
KI421922	450785
AXCP01009570	2019
AXCP01009214	3528
AXCP01009597	1911
AXCP01009299	3140
KI422241	8279
AXCP01009575	1990
AXCP01008448	8651
KI421899	4758701
AXCP01008294	10149
KI422264	6910
KI422026	41970
AXCP01009850	1100
AXCP01009027	4480
AXCP01007773	23524
AXCP01009707	1612
AXCP01009564	2030
AXCP01008845	5545
AXCP01008289	10280
KI422419	6352
AXCP01008246	12319
KI422266	11118
AXCP01009376	2744
AXCP01009537	2129
AXCP01007833	19334
AXCP01008031	13991
KI422022	41043
KI422451	2242
KI422423	14884
AXCP01009401	2606
KI421884	13649947
AXCP01008018	14447
KI422347	13741
KI422239	11386
AXCP01009301	3133
KI422343	32052
AXCP01009773	1331
KI422179	42142
KI422226	46917
KI421957	113645
AXCP01009412	2572
AXCP01009852	1144
AXCP01009599	1829
AXCP01009075	4226
KI421895	4588469
KI422070	26666
KI422256	9938
KI422406	10658
KI421924	300483
KI422050	31172
KI422094	13913
KI422000	44736
AXCP01008396	9111
AXCP01009795	2465
AXCP01009864	1094
AXCP01009637	1790
KI422333	13449
AXCP01009079	4188
AXCP01007916	17102
KI421903	2389045
AXCP01009760	1445
AXCP01009271	3212
KI422459	12560
AXCP01009474	2330
AXCP01009768	1408
AXCP01009788	1334
AXCP01009740	1472
AXCP01008631	7299
AXCP01009774	1308
KI421991	69436
AXCP01008877	5605
KI421914	821363
AXCP01008037	15849
KI422350	10499
KI422236	24037
KI422308	24765
AXCP01009397	2628
AXCP01008708	6736
AXCP01009368	2810
KI422463	1711
AXCP01008774	6180
KI422255	32811
KI422035	25742
KI422432	6577
AXCP01009839	1132
AXCP01009286	3176
AXCP01009835	1207
AXCP01008156	11715
AXCP01009175	3687
KI422186	24621
KI422355	16706
AXCP01009680	1640
KI422444	9907
KI422140	14438
AXCP01009651	1724
KI422422	11844
AXCP01008838	5568
AXCP01009815	1264
AXCP01009356	2814
AXCP01008974	4091
AXCP01009085	4157
AXCP01008220	11094
AXCP01009078	4186
AXCP01008760	6261
AXCP01009546	2089
KI422114	42032
AXCP01009717	1571
KI422274	8838
AXCP01009037	4408
AXCP01008854	5414
AXCP01009731	1540
AXCP01009679	1693
KI422305	9278
AXCP01009091	4132
KI422151	13825
KI422046	36636
AXCP01009390	2700
AXCP01008099	12352
AXCP01009410	2580
AXCP01009790	1323
AXCP01008078	13049
AXCP01009255	3305
KI422443	7639
KI422425	2732
KI421965	86652
AXCP01008446	8711
KI422411	7106
KI422389	10115
AXCP01009370	2806
AXCP01007967	15589
KI422437	9214
KI421943	130317
KI422393	9293
AXCP01009102	4018
AXCP01008767	6242
KI422073	38805
KI422382	8617
AXCP01008102	14229
KI422204	26262
KI422261	6828
AXCP01009723	1563
AXCP01008966	4623
KI422174	24308
AXCP01008926	4943
AXCP01009067	4256
AXCP01009313	3025
KI422287	9249
KI422007	49075
AXCP01008897	5133
KI422041	63213
AXCP01008029	14900
AXCP01009715	1569
AXCP01009693	1652
AXCP01009327	2945
KI422275	18890
AXCP01009880	1004
KI422147	29376
AXCP01009733	1538
AXCP01009448	2426
KI422063	37628
AXCP01008954	4801
AXCP01009197	3624
KI421897	4671747
AXCP01009033	4455
AXCP01009331	2921
KI422405	10704
AXCP01008292	10240
AXCP01009810	1252
KI422170	22162
AXCP01009562	2000
KI422199	40119
AXCP01009548	2073
KI422271	27167
KI422397	10092
AXCP01008050	15392
KI421984	59132
AXCP01009713	1573
KI422348	5535
KI422023	92920
AXCP01009705	1612
KI422192	31056
KI422360	7804
KI422125	67495
AXCP01009244	3321
KI422303	41661
AXCP01008034	13863
AXCP01008661	7061
KI422310	30231
KI422289	14248
AXCP01008405	9000
AXCP01009855	1119
AXCP01009613	1783
AXCP01009238	3412
AXCP01009683	1634
AXCP01009566	1997
KI422014	39591
KI421937	322823
KI421911	814329
KI422269	16752
KI422365	17093
AXCP01009573	1963
KI421952	163637
KI422214	29030
AXCP01008506	9360
KI422216	12851
AXCP01009872	1066
AXCP01009583	1947
AXCP01009052	4614
KI421939	273742
AXCP01009660	1677
AXCP01008080	12887
AXCP01009611	1786
KI421977	83199
KI422144	14276
KI422042	51172
AXCP01009843	1186
AXCP01009272	3225
KI421932	271791
AXCP01008495	8304
KI422414	2293
KI422134	11395
KI422409	6789
KI422018	69460
AXCP01008918	5031
AXCP01009541	2116
KI422111	19146
KI422047	26026
AXCP01009785	1294
KI422061	28746
AXCP01009837	1196
AXCP01009809	1271
AXCP01009388	2139
KI422191	32901
AXCP01009845	1041
AXCP01009543	1770
AXCP01009083	4161
KI422177	12765
AXCP01008317	9789
AXCP01008030	14022
AXCP01009375	2756
KI421966	136441
AXCP01009173	3510
AXCP01009043	4355
AXCP01008676	6820
AXCP01008632	7244
AXCP01007822	19790
AXCP01008775	6176
KI422387	3764
KI422281	20106
AXCP01009521	2161
AXCP01008274	10590
KI422055	49426
KI422101	59561
KI422029	128936
AXCP01008942	4872
KI422412	12886
KI421886	11808074
AXCP01008715	6564
KI422235	6511
KI421955	119503
AXCP01008101	12307
AXCP01009858	1093
AXCP01009738	1522
AXCP01009183	3698
AXCP01008927	4996
AXCP01009854	1104
KI421906	1914387
AXCP01009751	1413
KI421927	265147
AXCP01009820	1152
KI422454	8919
AXCP01009294	3163
AXCP01008698	6803
AXCP01008672	6965
KI422221	24469
KI422401	10852
AXCP01009634	1814
AXCP01009847	1095
KI422080	56612
AXCP01008086	12702
AXCP01007734	25471
AXCP01009747	1479
AXCP01009619	1828
AXCP01009794	1304
AXCP01009513	2129
AXCP01009403	2610
AXCP01008862	5361
KI421998	87283
KI422095	23689
AXCP01008991	4595
AXCP01009643	1511
AXCP01009472	2247
KI421894	5662806
KI422257	18322
KI422077	23627
KI421913	725135
AXCP01008456	8506
AXCP01009230	3462
AXCP01009799	1234
AXCP01009807	1275
KI421896	4495915
AXCP01009247	4141
KI422016	56128
KI422024	41320
AXCP01009607	1850
KI422212	12326
AXCP01009461	2399
KI422398	8065
AXCP01009024	4608
AXCP01009497	2261
AXCP01007742	24276
AXCP01009250	3322
KI422123	21460
KI422103	18697
AXCP01009194	3666
KI422438	25612
AXCP01008026	14166
AXCP01009826	1227
AXCP01009237	3429
KI421975	172973
AXCP01008742	6404
AXCP01007904	17322
AXCP01009860	1117
KI421990	50450
AXCP01009641	1697
KI422408	17006
AXCP01009436	2479
AXCP01008853	5448
AXCP01008290	10219
AXCP01009644	1782
KI422370	38066
KI422403	7157
AXCP01008826	5666
AXCP01008537	7971
KI422448	10073
KI422249	23691
KI422417	10401
KI422129	26498
KI422424	10111
AXCP01009711	1579
KI422407	10064
