#contig	length
KI421665	446403
KI421609	749660
AXCN01002837	1257
AXCN01002788	1989
AXCN01002842	1230
AXCN01002783	2008
KI421567	1579910
KI421841	12927
KI421596	907377
AXCN01001832	330584
KI421639	563467
KI421836	26964
AXCN01002498	29992
AXCN01002820	1382
KI421798	61195
KI421634	608343
AXCN01002811	1490
KI421546	2424621
KI421866	5824
KI421714	271195
KI421769	98962
KI421599	869271
AXCN01002861	1099
AXCN01002768	2297
AXCN01002833	1254
KI421577	1433183
KI421550	2391621
KI421539	4117582
KI421674	403938
KI421654	498137
AXCN01002831	1290
KI421815	33809
KI421809	58730
KI421589	1117774
AXCN01002781	2098
KI421853	12346
KI421789	68789
KI421558	1771793
AXCN01002793	1759
KI421616	729044
KI421872	6384
KI421803	50917
KI421840	16958
KI421675	403637
AXCN01002750	2730
AXCN01002542	23301
KI421650	516519
KI421723	207745
AXCN01002870	1048
KI421720	237365
KI421780	100139
KI421743	162515
AXCN01002867	1063
KI421705	283486
KI421564	1646311
AXCN01002851	1149
AXCN01002630	10741
KI421646	523828
KI421757	122055
AXCN01002802	1680
KI421753	144966
KI421738	185976
AXCN01002559	20058
KI421679	369241
KI421586	1235781
KI421849	30175
AXCN01002773	2124
KI421844	17224
AXCN01002662	7474
KI421666	430795
AXCN01002826	1322
AXCN01002383	60500
AXCN01002815	1450
KI421691	332801
KI421862	7686
AXCN01002786	1976
AXCN01002272	85566
KI421623	688458
AXCN01002742	2974
AXCN01002864	1081
AXCN01002845	1219
AXCN01002857	1115
KI421593	995892
KI421595	960855
KI421868	7588
KI421627	635566
AXCN01001936	266838
KI421573	1481508
KI421729	204572
KI421733	183503
KI421850	17165
KI421718	257026
AXCN01002724	3627
KI421715	260895
KI421814	33586
KI421690	336250
KI421827	22686
AXCN01002569	17619
KI421543	2903223
KI421612	747524
AXCN01002760	2459
KI421808	53952
KI421629	624629
AXCN01002792	1840
AXCN01002799	1724
AXCN01002806	1502
KI421756	115931
KI421606	790594
KI421819	29671
AXCN01002136	125235
KI421563	1679511
KI421812	50337
KI421748	147088
KI421694	317965
KI421795	68281
KI421584	1246212
KI421574	1458098
AXCN01002797	1777
KI421821	39712
KI421670	408445
AXCN01002871	1046
AXCN01002862	1083
AXCN01002854	1050
AXCN01002408	55458
KI421770	96649
KI421700	290671
KI421799	69555
KI421540	3500769
KI421684	345748
KI421823	28940
AXCN01002596	15071
KI421740	171178
KI421655	481970
KI421618	720474
AXCN01002570	17552
AXCN01002782	2055
KI421861	12847
KI421630	606461
AXCN01002830	1301
AXCN01002733	3131
AXCN01002423	53004
KI421686	345386
KI421741	166189
AXCN01002716	4038
KI421557	1768750
KI421852	20109
KI421773	88249
AXCN01002736	3101
KI421788	95444
AXCN01002816	1449
KI421551	2186117
KI421643	540809
KI421649	500081
KI421870	8509
KI421766	106819
KI421570	1533161
AXCN01002767	2333
KI421569	1549077
KI421553	1963249
AXCN01002749	2770
KI421860	9351
AXCN01001755	380689
KI421667	442002
KI421703	294835
KI421673	409320
KI421682	359923
KI421712	263710
KI421662	449444
AXCN01002834	1276
KI421854	10518
KI421559	1709036
AXCN01002848	1181
KI421880	9474
KI421842	19029
AXCN01002813	1473
KI421651	503404
KI421689	344575
KI421837	38390
AXCN01002588	15769
KI421602	864426
KI421583	1261440
AXCN01002715	4634
AXCN01002832	1224
AXCN01002490	29608
KI421658	481190
AXCN01002696	3955
KI421775	91422
AXCN01002707	4842
KI421878	7314
KI421744	168604
KI421632	660663
AXCN01002684	6238
KI421731	186929
KI421829	44070
AXCN01002850	1174
KI421565	1638859
KI421696	301194
KI421647	582208
KI421598	892179
AXCN01002598	14579
AXCN01002745	2920
KI421620	719555
KI421607	782237
KI421752	134382
KI421876	5689
KI421793	66310
AXCN01002823	1379
AXCN01002808	1500
AXCN01002657	8472
KI421637	576850
AXCN01002858	1113
AXCN01002728	3230
AXCN01002787	2002
KI421781	112425
AXCN01002801	1698
KI421802	65855
KI421826	33972
AXCN01002794	1832
KI421816	43653
KI421578	1393247
KI421724	216439
AXCN01002868	1050
KI421784	79863
KI421845	13927
KI421547	2376049
KI421628	637521
KI421758	146850
KI421820	30728
KI421549	2330857
AXCN01002836	1259
KI421730	185683
KI421794	59631
AXCN01002359	66740
AXCN01002796	1750
KI421669	422720
AXCN01002827	1322
KI421818	30968
KI421846	17859
KI421575	1446826
KI421726	215220
AXCN01002568	17840
KI421874	3962
KI421709	278797
AXCN01002737	3079
KI421579	1347774
KI421590	1109158
KI421810	42866
KI421721	221321
AXCN01002710	4499
AXCN01002789	1915
KI421544	2900935
KI421717	251003
KI421851	21598
AXCN01002759	2418
AXCN01002717	3914
KI421556	1777127
KI421856	13880
KI421807	47915
KI421633	596427
AXCN01002222	94431
KI421685	346177
KI421644	542994
KI421693	351250
KI421603	812114
KI421734	190819
KI421619	710835
KI421624	655624
AXCN01002656	8536
KI421735	187991
AXCN01002754	2269
KI421835	25979
KI421755	117331
KI421785	87374
AXCN01002597	14595
KI421659	461475
AXCN01002812	1478
AXCN01002819	1407
KI421763	115809
KI421774	102474
AXCN01002772	2186
KI421601	842922
KI421713	259514
AXCN01002872	1029
AXCN01002704	4839
AXCN01002273	85813
AXCN01002807	1569
AXCN01002824	1355
KI421678	362657
KI421613	747434
AXCN01002774	2176
KI421822	44248
AXCN01002798	1747
KI421541	3266940
KI421771	123537
KI421683	374768
AXCN01002623	12257
AXCN01002853	1032
KI421699	291142
AXCN01002775	2150
AXCN01002779	2127
AXCN01002544	22369
KI421857	8515
AXCN01002865	1060
KI421742	170626
KI421833	36655
KI421614	741399
KI421864	8239
KI421761	146508
AXCN01002128	135466
KI421552	2098423
KI421759	119352
AXCN01001869	299322
KI421636	585312
KI421581	1342271
AXCN01002415	54556
KI421725	199785
KI421657	502831
KI421871	3708
AXCN01002748	2763
AXCN01002771	2219
AXCN01002729	2810
KI421722	211494
AXCN01002805	1603
AXCN01002758	2556
KI421645	532849
KI421625	654624
KI421750	138024
AXCN01002731	3182
KI421778	83776
KI421681	370686
KI421859	17939
KI421711	267588
KI421855	15743
KI421736	178964
KI421560	1707370
AXCN01002818	1351
AXCN01002859	1105
AXCN01002708	6456
KI421688	333087
AXCN01002414	54723
AXCN01002800	1719
AXCN01002840	1174
KI421676	404782
AXCN01002844	1220
KI421555	1807301
KI421648	529599
KI421832	18870
AXCN01002770	2279
KI421571	1565899
KI421545	2713754
AXCN01002152	119626
KI421776	86565
KI421782	111435
KI421716	254230
KI421702	292957
AXCN01002835	1268
KI421867	12345
KI421790	82205
AXCN01002874	1010
AXCN01002251	89942
KI421811	61104
KI421668	433108
KI421591	1069777
AXCN01002377	61946
KI421640	590905
KI421777	96692
KI421875	7436
KI421698	308899
KI421838	18382
AXCN01002753	2691
KI421879	18256
KI421824	26065
KI421772	93144
AXCN01002790	2182
KI421677	377099
AXCN01002683	6546
AXCN01002804	1580
AXCN01002849	1139
KI421765	104930
AXCN01002158	115120
KI421653	489046
AXCN01002666	7301
KI421745	160558
AXCN01002828	1272
KI421834	24674
AXCN01002809	1521
AXCN01002869	1052
AXCN01002552	21607
KI421764	107767
KI421660	456229
KI421786	103140
AXCN01002643	10035
AXCN01002847	1186
KI421663	456922
KI421582	1286150
AXCN01002506	29153
AXCN01002705	4680
AXCN01002784	1914
AXCN01002709	4588
KI421719	258644
AXCN01002714	4360
AXCN01002841	1172
KI421847	12279
AXCN01002780	2112
KI421806	69494
KI421548	2344418
KI421881	6036
KI421708	283388
AXCN01002855	1091
KI421604	800420
AXCN01002795	1820
KI421797	66978
KI421692	327581
KI421597	928080
AXCN01002129	132533
KI421865	18559
KI421576	1453102
KI421727	202384
KI421737	193109
KI421656	485665
KI421848	19415
KI421830	23065
KI421622	695810
AXCN01002757	2614
AXCN01002032	196562
KI421749	130193
KI421754	123124
AXCN01002852	1094
KI421600	867318
AXCN01002873	1012
AXCN01002732	3161
KI421839	13223
KI421587	1152332
KI421561	1748084
KI421863	9140
AXCN01002644	8750
AXCN01002810	1499
AXCN01002785	2025
AXCN01002543	23119
KI421767	106403
AXCN01002669	6974
AXCN01002776	2142
KI421804	53554
AXCN01002860	1084
KI421615	755826
AXCN01002866	1062
KI421817	35045
KI421762	135090
AXCN01002655	8749
AXCN01002730	3186
KI421858	13047
KI421638	575760
AXCN01002456	42819
AXCN01002413	55093
AXCN01002821	1382
KI421580	1316689
KI421760	107660
KI421805	49445
KI421783	90161
KI421706	276902
AXCN01002769	2295
AXCN01002761	2395
KI421791	80238
KI421728	205633
KI421617	730541
KI421843	12943
KI421664	449529
AXCN01002252	87893
AXCN01002654	8785
KI421710	281898
AXCN01002271	85519
AXCN01002746	2887
KI421610	750917
AXCN01002825	1351
AXCN01002699	5244
AXCN01002839	1255
AXCN01002838	1237
KI421588	1159817
KI421566	1587711
KI421746	156448
KI421687	342305
KI421768	98285
KI421831	19342
KI421572	1615834
KI421554	1885254
AXCN01002653	9439
AXCN01002817	1426
KI421739	173031
KI421631	606622
KI421801	59080
KI421800	51043
AXCN01002661	8307
KI421652	492765
AXCN01002747	2849
KI421611	760747
AXCN01002720	3750
KI421605	778454
AXCN01002216	101638
AXCN01002814	1468
KI421828	32399
KI421562	1682219
KI421642	541681
KI421695	327482
KI421585	1196527
KI421787	86044
AXCN01002863	1091
AXCN01002846	1193
KI421697	305419
KI421877	8436
KI421641	587736
KI421732	188890
AXCN01002323	77572
KI421635	613741
KI421621	695010
KI421680	364327
AXCN01002822	1374
AXCN01002843	1111
AXCN01002723	3656
KI421704	281902
AXCN01002803	1583
AXCN01002706	4203
AXCN01002682	6429
AXCN01002019	200453
AXCN01002159	116818
AXCN01002829	1310
AXCN01002595	15510
KI421779	88423
KI421825	24826
AXCN01002856	1129
KI421707	278209
KI421751	128137
KI421796	81245
KI421873	9425
KI421747	153939
KI421792	73750
KI421671	408322
KI421661	454959
AXCN01002469	35539
KI421594	978898
KI421592	1031248
KI421813	60294
KI421608	786911
KI421701	300030
KI421626	675158
KI421568	1564281
KI421869	19868
AXCN01002791	1896
KI421672	445931
AXCN01001997	229230
KI421542	3083037
