#contig	length
AXCL01052435	1058
AXCL01026586	2037
AXCL01037696	1545
KI435043	6626
AXCL01046374	1240
AXCL01009781	4274
AXCL01006069	5771
AXCL01049628	1115
AXCL01020260	2633
KI434304	8978
AXCL01003968	6593
AXCL01045341	1273
KI436058	6299
AXCL01025924	2183
AXCL01035435	1585
AXCL01044195	1253
AXCL01009567	4327
AXCL01003767	6711
AXCL01014642	3293
AXCL01038715	1504
AXCL01024887	2201
AXCL01004505	6189
AXCL01051711	1081
AXCL01020769	2581
AXCL01047119	1217
AXCL01027096	2102
AXCL01032815	1775
AXCL01029367	1959
AXCL01053520	1010
AXCL01017760	2918
AXCL01051372	1092
AXCL01033568	1734
AXCL01046237	1225
AXCL01048842	1166
AXCL01030280	1845
AXCL01016937	2921
AXCL01052604	1049
AXCL01021294	2759
AXCL01051697	1036
AXCL01052545	1053
AXCL01041403	1402
KI435744	5994
AXCL01041496	1400
AXCL01043874	1319
KI438368	3707
KI434292	10641
AXCL01045839	1258
AXCL01039358	1479
KI433813	11417
AXCL01049359	1092
AXCL01043440	1333
AXCL01031523	1880
AXCL01044515	1302
AXCL01024751	2264
AXCL01028753	1997
AXCL01053727	1173
AXCL01013489	3514
AXCL01000667	12218
AXCL01039399	1477
KI435982	4397
AXCL01030316	1901
AXCL01009896	4247
AXCL01050786	1058
AXCL01016194	3404
KI438574	3592
KI437426	2097
AXCL01019731	2648
AXCL01009929	4235
AXCL01053632	1004
AXCL01017261	2966
AXCL01043591	1273
AXCL01038516	1457
AXCL01004883	6037
AXCL01033381	1742
AXCL01044031	1314
AXCL01027081	2056
AXCL01046296	1243
AXCL01004207	7005
AXCL01011434	3897
AXCL01011003	4104
AXCL01027785	2060
KI437215	4127
AXCL01026816	2121
AXCL01038324	1467
AXCL01026264	2159
AXCL01042890	1351
AXCL01006544	5155
AXCL01021628	2517
AXCL01034270	1698
AXCL01032937	1762
KI434486	8149
AXCL01049401	1111
AXCL01016313	3091
AXCL01041817	1396
AXCL01030761	1877
KI433926	10594
AXCL01002048	8236
AXCL01022372	2450
KI436866	3382
AXCL01053685	1001
AXCL01030300	1908
AXCL01031513	1834
AXCL01024963	2186
AXCL01033617	1731
KI434648	8041
AXCL01051985	1013
AXCL01040118	1450
AXCL01010472	4120
AXCL01039148	1486
AXCL01012976	3602
AXCL01043902	1292
KI435651	4438
AXCL01046208	1245
AXCL01052069	1069
KI435360	6612
AXCL01042359	1369
KI433574	15932
AXCL01020653	2544
AXCL01012327	3720
AXCL01050566	1079
AXCL01020401	2625
AXCL01044299	1339
AXCL01007206	5018
AXCL01017768	3452
KI437436	2944
AXCL01028902	1987
AXCL01035416	1643
AXCL01004400	6291
AXCL01014327	3374
AXCL01045897	1201
AXCL01034582	1682
AXCL01020676	2556
AXCL01025762	2193
AXCL01023985	2252
AXCL01047586	1157
AXCL01047221	1208
KI437939	3502
AXCL01036525	1597
AXCL01048160	1128
AXCL01027062	2104
AXCL01015345	3222
AXCL01044922	1279
AXCL01017834	2860
AXCL01037345	1561
AXCL01027781	2245
AXCL01049624	1142
AXCL01027997	2043
AXCL01043562	1329
AXCL01016751	3038
AXCL01003092	6980
AXCL01026011	2107
AXCL01019140	2758
AXCL01045495	1230
AXCL01023479	2361
AXCL01051059	1046
AXCL01037924	1537
AXCL01035403	1582
AXCL01041118	1373
AXCL01020717	2597
AXCL01033664	1729
AXCL01053327	1027
KI437913	3411
AXCL01018627	2764
AXCL01038586	1586
KI438142	3590
AXCL01048390	1178
AXCL01047381	1204
KI434140	9783
AXCL01036403	1602
AXCL01001576	8899
AXCL01023916	2325
AXCL01030553	1874
AXCL01031487	1785
AXCL01039670	1467
AXCL01007563	5170
AXCL01026688	2164
AXCL01019947	2670
AXCL01006316	5256
AXCL01042635	1361
AXCL01051256	1092
AXCL01030850	1872
AXCL01035270	1649
AXCL01028131	2035
AXCL01013450	3498
AXCL01015452	3207
AXCL01007421	4941
AXCL01019552	2672
AXCL01025069	2240
AXCL01015004	3639
AXCL01005131	6596
AXCL01035865	1624
AXCL01049451	1147
AXCL01048190	1166
KI437934	3678
AXCL01050662	1113
AXCL01005407	6122
AXCL01047691	1202
AXCL01037815	1541
AXCL01015687	3178
AXCL01004964	6766
AXCL01012964	3622
AXCL01033932	1659
AXCL01049176	1106
AXCL01030707	1880
AXCL01008762	4313
KI435963	5468
AXCL01032275	1796
AXCL01045559	1252
AXCL01039237	1418
AXCL01022104	2476
AXCL01045930	1200
AXCL01043941	1316
AXCL01010283	4474
AXCL01002673	8035
AXCL01010435	5112
AXCL01029253	1967
AXCL01051321	1094
AXCL01029447	1901
AXCL01005485	5883
AXCL01026783	2109
KI438035	3209
AXCL01014433	3355
AXCL01029617	1944
AXCL01026428	2197
AXCL01028241	2028
KI436680	4752
KI436578	4525
AXCL01023773	2285
AXCL01026607	2136
AXCL01045964	1199
AXCL01029565	1948
AXCL01010871	3961
KI437463	4347
AXCL01037964	1535
KI433688	14743
AXCL01040271	1437
AXCL01029504	1893
