#contig	length
KB696693	10698
KB699550	7751
KB700752	6875
KB677271	3898
KB686358	14555
KB678107	3721
KB698248	12795
KB688101	1846
KB686109	2154
KB693133	1211
KB683091	15780
KB698824	8560
KB695733	1073
KB677804	3764
KB694479	15577
KB678886	3212
KB693762	1219
KB675662	4428
KB697949	29663
KB676907	4087
KB675917	4388
KB696352	1010
KB688381	1805
KB701075	6626
KB693486	1234
KB700216	7272
KB686322	2062
KB677147	22434
KB690401	15805
KB683255	2660
KB689664	1591
KB682449	2811
KB697769	9747
KB675310	4580
KB683704	2573
KB679472	3767
KB679259	3422
KB676406	4196
KB688773	1708
KB684127	2406
KB676894	4020
KB676097	4338
KB682935	16409
KB699222	8157
KB687947	1834
KB678371	3682
KB678073	3722
KB687864	1880
KB691925	1374
KB703082	22273
KB695549	1079
KB691552	1391
KB680990	3071
KB699489	7891
KB689022	1668
KB695700	1044
KB685478	2260
KB689709	1598
KB677438	3948
KB686835	14393
KB695231	1106
KB684366	2455
KB690690	1424
KB683819	2468
KB685011	2296
KB683430	2626
KB690591	13355
KB688972	1718
KB675896	4331
KB676192	4302
KB697470	10121
KB677299	3984
KB701860	6221
KB687150	1926
KB683942	2533
KB681888	2929
KB681095	3088
KB678729	3612
KB677469	18581
KB695307	1061
KB702925	5646
KB690167	1568
KB688883	1730
KB687762	1862
KB686955	2017
KB695163	1078
KB694283	1125
KB687240	1977
KB687621	1919
KB701441	10656
KB687771	1846
KB679965	3312
KB681865	2883
KB693806	1153
KB683689	2553
KB677195	3945
KB677992	3793
KB682673	2676
KB689419	1590
KB688658	13909
KB701138	24502
KB675478	4527
KB692824	13394
KB696841	11007
KB701939	6146
KB691696	1396
KB682275	2800
KB682802	15870
KB685640	2208
KB680974	3085
KB693153	1206
KB684407	2387
KB682229	2858
KB699272	8126
KB694641	1107
KB691595	1417
KB675624	19859
KB693936	1200
KB682072	2859
KB681953	2885
KB674887	4519
KB695217	1004
KB692540	1283
KB688936	1663
KB675546	4504
KB683810	2556
KB702958	5630
KB675619	4409
KB688062	1852
KB689263	1676
KB691293	1440
KB684389	2450
KB678924	21704
KB686598	2036
KB686118	2107
KB685650	2178
KB689948	1585
KB683964	2501
KB678946	17707
KB681551	2996
KB679901	3315
KB699194	8196
KB694504	1109
KB691300	1439
KB682574	2775
KB683284	2651
KB684148	2500
KB675180	20147
KB703755	5279
KB674422	4914
KB674104	5032
KB692627	1231
KB684133	2499
KB677600	3862
KB700619	6963
KB685293	2288
KB699940	7489
KB684967	2351
KB696334	1010
KB682362	2810
KB699068	12093
KB685536	14864
KB685960	2138
KB685925	2135
KB692157	17088
KB684717	2395
KB683671	2539
KB677637	3850
KB704086	8545
KB697438	10100
KB684194	2415
KB680525	3222
KB695011	1069
KB685863	2142
KB689415	1657
KB690155	1460
KB698244	9159
KB693226	1171
KB693843	1207
KB683710	2568
KB702041	6034
KB689387	1642
KB687883	1791
KB695501	12095
KB688252	1835
KB693376	1208
KB701422	6486
KB678745	3564
KB703535	5371
KB676126	4318
KB696451	11819
KB676025	19544
KB700195	10053
KB694337	1169
KB683330	2641
KB681223	3018
KB679959	3340
KB696326	1012
KB693623	12544
KB695640	1037
KB688425	13966
KB686670	2030
KB674973	4686
KB696331	1010
KB684828	3650
KB678845	3586
KB697151	10993
KB682879	2724
KB688403	1788
KB690994	1464
KB675223	4148
KB701163	6629
KB695492	1088
KB677519	3856
KB676776	4081
KB691633	1403
KB683786	2567
KB688005	1859
KB680389	3231
KB679457	3405
KB696791	11197
KB698158	9260
KB682784	2742
KB690527	1429
KB700253	7284
KB698855	8491
KB695664	1078
KB697982	30445
KB697031	11132
KB685932	2144
KB702395	5978
KB677614	3841
KB690909	1421
KB691383	1370
KB674575	4850
KB684456	2437
KB674582	4702
KB698088	9301
KB690927	1450
KB700679	6908
KB681767	2934
KB695826	1066
KB675451	4536
KB699662	7714
KB691256	1445
KB683954	2532
KB678557	3652
KB673898	5049
KB701887	6237
KB674193	4999
KB676675	4156
KB695373	1092
KB694387	1163
KB701556	6426
KB684659	2340
KB679384	3346
KB676086	4303
KB684438	2442
KB683932	2469
KB692347	1275
KB685569	14766
KB692186	1346
KB676179	4292
KB686729	1995
KB675946	19638
KB701504	24010
KB682133	5836
KB703669	5329
KB679020	3544
KB695886	1055
KB698276	9091
KB701261	6517
KB696875	11017
KB684543	2350
KB679480	17333
KB676974	4064
KB683349	2634
KB690064	1579
KB703688	5712
KB687432	1953
KB703184	5522
KB688609	1692
KB674243	4929
KB678539	3579
KB676646	46207
KB696714	11272
KB679307	3469
KB685603	2230
KB684772	2383
KB691567	1413
KB679068	17597
KB682656	2718
KB677309	3981
KB680152	3292
KB675819	4401
KB702192	6075
KB700233	7291
KB685087	2326
KB698651	8750
KB682855	2688
KB685654	2169
KB684491	2406
KB694201	34070
KB703763	5277
KB691140	1379
KB687903	1825
KB680481	3230
KB691247	1392
KB686629	2066
KB694171	1196
KB698150	9190
KB678654	5653
KB683847	2501
KB680919	3128
KB700357	7154
KB691585	1348
KB696936	10979
KB685705	2216
KB685165	2275
KB679660	3398
KB691180	1451
KB685142	2217
KB694769	1079
KB693393	1239
KB690511	1518
KB685032	2324
KB678324	3717
KB699432	7944
KB692212	1345
KB687574	1874
KB700113	7331
KB702903	46736
KB682599	2785
KB673973	12501
KB682604	2781
KB703864	5286
KB703590	5403
KB676023	4299
KB701354	6528
KB693781	1151
KB696093	1043
KB694756	33682
KB684445	2378
KB695351	1050
KB695912	12338
KB688114	1798
KB681483	3014
KB695894	1067
KB675870	4028
KB689888	1603
KB698663	8958
KB686623	2009
KB679776	3372
KB695093	1077
KB687867	1882
KB695617	1086
KB700974	6683
KB699337	26922
KB689599	1588
KB688027	1852
KB674305	4922
KB680779	3145
KB683457	19916
KB681347	2982
KB688149	1800
KB697704	9830
KB694693	1095
KB686897	2025
KB678383	3703
KB692892	1243
KB691240	1339
KB688918	1678
KB675061	4649
KB673826	5139
KB699531	8930
KB703369	5487
KB678471	3678
KB695061	1115
KB700859	7155
KB682116	2868
KB690131	1573
KB688451	1794
KB676331	4232
KB675457	4727
KB686973	2008
KB694467	1118
KB699458	7916
KB685844	2197
KB702238	23168
KB693250	1192
KB682511	2801
KB697821	9667
KB684823	15119
KB703431	5390
KB701840	6250
KB697337	30728
KB691534	61750
KB701406	6497
KB692908	1195
KB697495	10074
KB701777	6293
KB701668	6354
KB693631	1223
KB680570	3201
KB691812	1256
KB689793	1563
KB697634	16442
KB700373	7135
KB679949	3333
KB701338	6517
KB689079	13768
KB675562	4409
KB679716	3324
KB685779	2210
KB675513	19915
KB692901	1294
KB675370	4464
KB699951	8491
KB676278	4253
KB677374	3910
KB675579	4405
KB702975	5649
KB675276	4552
KB673865	5081
KB689128	1641
KB696124	1041
KB683904	2539
KB687421	1952
KB685221	2254
KB675408	8901
KB678875	3579
KB692456	1312
KB681685	2965
KB681149	3069
KB678216	3708
KB698677	8728
KB703278	5478
KB692236	1308
KB698879	8498
KB694401	12343
KB680899	3129
KB678317	3650
KB690337	1500
KB689246	13686
KB704123	5141
KB684801	15113
KB679355	3460
KB677415	3954
KB695042	1004
KB698219	9183
KB685508	2213
KB689727	1620
KB689467	1617
KB694588	1152
KB697303	10622
KB697306	10660
KB694183	1137
KB684225	2482
KB681610	2957
KB681937	2907
KB686783	2043
KB679626	3413
KB690043	1581
KB681325	2988
KB697214	10465
KB696430	11844
KB687336	14283
KB674489	4884
KB693909	1201
KB702730	5800
KB698223	9181
KB677067	4044
KB682379	17116
KB674808	4728
KB679643	3367
KB692218	1320
KB699285	8050
KB699469	9040
KB696236	11890
KB688666	1757
KB678085	3681
KB697318	10302
KB703648	21727
KB684944	2357
KB687396	1843
KB691048	1466
KB688791	13845
KB690649	1461
KB699476	7933
KB683748	2537
KB695957	1056
KB690144	1577
KB687500	1880
KB690091	13419
KB676818	4047
KB676792	4121
KB695393	1094
KB681491	2937
KB698760	27881
KB688009	1859
KB687678	1832
KB702316	6000
KB696724	11179
KB678037	3789
KB685799	2161
KB683568	15592
KB693420	1183
KB691550	1412
KB683892	2541
KB683798	2560
KB676858	6032
KB678209	3746
